method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.6917293233082706,0.5965085658730841,0.7080168871403277,0.5836590264059396,0.6445298337949306,1.7979915999994773,1.126561152881878,300.0,0.0,0.0
adaptive,0.6917293233082706,0.5965085658730841,0.7080168871403277,0.5836590264059396,0.6445298337949306,8.096703299999717,5.073122368420876,151.0845864661654,0.0012531328320802004,1.0
