method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.8057747188181971,0.7908275217854088,0.8064592070151141,0.776334143522043,0.8229157193558269,5.779520299999604,0.48510326506627527,300.0,0.0,0.0
adaptive,0.8375860332382071,0.8230922049154712,0.8374827553628101,0.8127948445938387,0.8487281647562458,12.503826600000139,1.0495070169548546,26.220412959543395,0.8270941749202618,1.0
