method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.6487505893446488,0.6044927825951206,0.6691108318293992,0.6180035168652123,0.6323842791345197,1.1879996999996365,0.5601130127296731,400.0,0.0,0.0
adaptive,0.6737388024516737,0.6226458145422875,0.6917312039454843,0.6324775038629842,0.6443192326983045,2.6314801999997144,1.2406790193303698,87.05704856199905,0.5657708628005658,1.0
