method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7675624705327676,0.730654480172433,0.7817445032061632,0.7320877937072795,0.7911468247968155,2.525536500000271,1.190729137199562,500.0,0.0,0.0
adaptive,0.7675624705327676,0.730654480172433,0.7817445032061632,0.7320877937072795,0.7911468247968155,18.177522599999975,8.570260537482309,251.36775106082038,0.0,1.0
