method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.9714946070878274,0.8512735549602837,0.9748941741145704,0.7857629974326059,0.9655806277675201,43.04211419999956,33.16033451463757,9.996147919876734,0.0,0.0
adaptive,0.9722650231124808,0.8542391914654688,0.9754986075411661,0.7893017641031883,0.9659809480237251,16.8414044000001,12.974887827426889,2.1078582434514637,0.7419106317411402,0.9701492537313433
