method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.9591679506933745,0.7320886832645972,0.9601180731512355,0.7218351792306776,0.7434927533863827,29.496949000000313,22.72492218798175,6.983050847457627,0.0,0.0
adaptive,0.9591679506933745,0.7320886832645972,0.9601180731512355,0.7218351792306776,0.7434927533863827,24.533505200000036,18.901005546995407,4.549306625577812,0.0,0.9961479198767335
