method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.792016806722689,0.7101256712616952,0.7761564682341962,0.7612061578465266,0.6911764705882353,15.944741199999953,33.49735546218478,10.0,0.0,0.0
adaptive,0.792016806722689,0.7101256712616952,0.7761564682341962,0.7612061578465266,0.6911764705882353,12.49148089999926,26.242606932771555,6.777310924369748,0.03991596638655462,0.9606126914660832
