method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.6628948609146629,0.6191860354165365,0.679514718364557,0.6316837314241246,0.6513667084512152,1.4513239999996586,0.6842640264024793,200.0,0.0,0.0
adaptive,0.6628948609146629,0.6191860354165365,0.679514718364557,0.6316837314241246,0.6513667084512152,7.47220599999946,3.5229636963693824,101.38283828382838,0.0,1.0
