method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7559273210724573,0.40664307556516865,0.80395029823348,0.4111601457224136,0.4821799509218295,25.56514430000061,2.8323891313982505,300.0,0.0,0.0
adaptive,0.7713272767560381,0.4127563435031282,0.8153740997781477,0.41626577291745387,0.48719912899136586,40.50763019999977,4.487882805229312,97.98194105916242,0.36472413029027256,1.0
