method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7591240875912408,0.5559762977836463,0.711625503643422,0.6412466843501325,0.5586149961149961,34.03860369999984,82.81898710462248,23.60340632603406,0.0,0.0
adaptive,0.7591240875912408,0.5559762977836463,0.711625503643422,0.6412466843501325,0.5586149961149961,23.768975899999532,57.83205815085044,15.442822384428224,0.0,0.9878345498783455
