method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.8113144200100721,0.794512533355205,0.8121501243174981,0.7813310932028199,0.8184943258625723,6.191210099999807,0.5196583934866382,400.0,0.0,0.0
adaptive,0.8498405237535672,0.8341056305387009,0.8495608017584958,0.8278171758972924,0.8519178568239143,9.055717899999763,0.7600904733926275,13.456102064797717,0.933271781097868,1.0
