method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.03775038520801233,0.03637713437268003,0.002746501670664594,0.018875192604006163,0.5,42.21864730000016,32.525922419106436,9.830508474576272,0.0,0.0
adaptive,0.03775038520801233,0.03637713437268003,0.002746501670664594,0.018875192604006163,0.5,30.282819299999574,23.33036926040029,5.6617873651771955,0.0,1.0
