method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.810978680543898,0.7953413635126084,0.8131482840892574,0.7771650674052921,0.8345262220347646,6.338750400000208,0.532042168876969,400.0,0.0,0.0
adaptive,0.8107268759442673,0.7949715022557865,0.8129615846966887,0.7767641453128246,0.8348111092350976,69.97267079999983,5.8731467852945975,186.42605338257513,0.07470203122377035,1.0
