method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7668067226890757,0.6181459452036974,0.7202563782239572,0.7775659272785864,0.611764705882353,15.97654429999966,33.56416869747827,10.0,0.0,0.0
adaptive,0.7689075630252101,0.6232009211283823,0.7236203635167366,0.7808291245791246,0.6154411764705883,12.749388100000033,26.784428781512673,7.0210084033613445,0.029411764705882353,0.9523809523809523
