method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7591240875912408,0.4315352697095436,0.6551776357633946,0.3795620437956204,0.5,47.84047569999984,116.40018418491447,33.832116788321166,0.0,0.0
adaptive,0.7591240875912408,0.4315352697095436,0.6551776357633946,0.3795620437956204,0.5,28.76081239999985,69.9776457420921,17.686131386861312,0.0,1.0
