method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.8200436461306027,0.8064678875228037,0.8214500678315693,0.7887335402884652,0.8378987284097992,5.3551848999995855,0.44948672989756466,200.0,0.0,0.0
adaptive,0.8213866039952996,0.8077734559011461,0.8227858914481325,0.7900612483098949,0.8390820853677847,31.623174699999254,2.6542869481281897,75.12078227295619,0.2602820211515864,1.0
