method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7428539773986262,0.3944951094692533,0.7886893536101723,0.40379141016014986,0.46966844309953526,24.006151200000204,2.6596666518945495,200.0,0.0,0.0
adaptive,0.7428539773986262,0.3944951094692533,0.7886893536101723,0.40379141016014986,0.46966844309953526,40.99093510000057,4.541428661644202,103.43119875914026,0.0,0.9998892089519167
