method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.792016806722689,0.7348637015781923,0.7876204140192662,0.7464985994397759,0.7264705882352941,47.7879726000001,100.39490042016828,29.972689075630253,0.0,0.0
adaptive,0.792016806722689,0.7348637015781923,0.7876204140192662,0.7464985994397759,0.7264705882352941,37.3589477000005,78.48518424369853,21.14075630252101,0.03991596638655462,0.9562363238512035
