method,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,total_sec,ms_per_sample,avg_subgraphs_used,direct_route_ratio,early_stop_ratio
baseline,0.7555949479282074,0.4065432503585519,0.8039755430021692,0.40906843368923146,0.48914407014535916,25.245305800000096,2.7969538887657985,400.0,0.0,0.0
adaptive,0.785730113006869,0.4182796863730406,0.826779733399652,0.41843564971990366,0.49967599132142143,44.194915999999466,4.896401063594002,111.81165521825837,0.4554619986705074,1.0
